cid,movie_id,department,gender,person_id,job,name
329,16,Art,2,6795,"Production Design","Karl Júlíusson"
330,16,"Costume & Make-Up",1,6797,"Costume Design","Manon Rasmussen"
331,16,Sound,0,6157,"Sound Designer","Kristian Eidnes Andersen"
332,16,Art,2,6796,"Art Direction","Peter Grant"
333,18,Directing,2,59,Director,"Luc Besson"
334,18,Production,2,60,Producer,"Patrice Ledoux"
335,18,Writing,2,61,Screenplay,"Robert Mark Kamen"
340,18,Sound,0,996,"Original Music Composer","Eric Serra"
341,18,Editing,1,998,Editor,"Sylvie Landra"
342,18,Production,1,1113,Casting,"Lucinda Syson"
343,18,Art,2,1000,"Production Design","Dan Weil"
344,18,Art,0,8378,"Art Direction","Ira Gilford"
345,18,Art,0,8379,"Art Direction","Ron Gress"
346,18,Art,2,8380,"Art Direction","Michael Lamont"
347,18,Art,2,8381,"Art Direction","Jim Morahan"
348,18,Art,2,8382,"Art Direction","Kevin Phipps"
349,18,Art,1,8383,"Set Decoration","Maggie Gray"
350,18,Art,1,8384,"Set Decoration","Anna Pinnock"
351,18,"Costume & Make-Up",2,8385,"Costume Design","Jean Paul Gaultier"
352,18,Crew,0,8375,"Post Production Supervisor","John A. Amicarella"
353,18,Production,0,8386,"Production Manager","Sarah Bradshaw"
354,18,Production,0,8387,"Unit Production Manager","Crys Forsyth-Smith"
355,18,Production,2,8389,"Production Manager","Bernard Grenet"
356,18,Production,0,8390,"Production Manager","Barrie Melrose"
357,18,Crew,2,8392,"Second Unit","Pascal Chaumeil"
372,18,Writing,2,59,Screenplay,"Luc Besson"
373,18,Writing,2,59,Story,"Luc Besson"
374,18,Camera,2,997,"Director of Photography","Thierry Arbogast"
375,19,Production,2,67,Producer,"Erich Pommer"
376,19,Directing,2,68,Director,"Fritz Lang"
377,19,Sound,0,69,"Original Music Composer","Gottfried Huppertz"
378,19,Editing,2,68,Editor,"Fritz Lang"
379,19,Camera,2,70,"Director of Photography","Karl Freund"
380,19,Camera,2,71,"Director of Photography","Günther Rittau"
381,19,Camera,2,2798,"Director of Photography","Walter Ruttmann"
395,19,"Costume & Make-Up",0,20536,"Costume Design","Aenne Willkomm"
396,19,Art,0,5030,"Set Designer","Edgar G. Ulmer"
398,20,Directing,1,90,Director,"Isabel Coixet"
399,20,Production,1,93,Producer,"Esther García"
400,20,Production,0,96,Producer,"Gordon McLennan"
401,20,Writing,0,97,Author,"Nanci Kincaid"
407,20,Camera,2,104,"Director of Photography","Jean-Claude Larrieu"
408,20,Editing,1,105,Editor,"Lisa Robison"
409,20,Sound,0,106,"Original Music Composer","Alfonso Vilallonga"
416,20,Production,2,952,"Executive Producer","Agustín Almodóvar"
417,20,Production,2,309,"Executive Producer","Pedro Almodóvar"
418,20,Production,1,2324,Casting,"Heidi Levitt"
419,20,Production,1,2325,Casting,"Monika Mikkelsen"
420,20,Art,0,2326,"Art Direction","Shelley Bolton"
421,20,"Costume & Make-Up",1,2327,"Costume Design","Katia Stano"
422,20,Sound,0,2328,"Sound Designer","Manuel Corrales"
423,20,Sound,0,2329,"Sound Designer","Viorel Ghiocel"
424,20,Sound,0,2330,"Sound Designer","Patrick Ghislain"
425,20,Sound,0,2331,"Sound Designer","Albert Manera"
426,21,Directing,2,86,Director,"Bruce Brown"
427,21,Production,2,86,Producer,"Bruce Brown"
428,21,Writing,2,86,Author,"Bruce Brown"
429,21,Sound,0,95,"Original Music Composer","Gaston Georis"
431,22,Camera,2,120,"Director of Photography","Dariusz Wolski"
432,22,Sound,2,122,"Original Music Composer","Klaus Badelt"
435,22,Directing,2,1704,Director,"Gore Verbinski"
436,22,Production,2,770,Producer,"Jerry Bruckheimer"
448,22,Art,2,1718,"Production Design","Brian Morris"
449,22,Production,0,1719,Casting,"Jennifer Alessi"
450,22,Production,1,1720,Casting,"Ronna Kress"
451,22,Editing,0,1721,Editor,"Stephen E. Rivkin"
452,22,Editing,2,38,Editor,"Arthur Schmidt"
453,22,Editing,2,1722,Editor,"Craig Wood"
456,22,Writing,2,1705,Screenplay,"Ted Elliott"
457,22,Writing,2,1706,Screenplay,"Terry Rossio"
511,22,"Costume & Make-Up",1,406204,"Makeup Department Head","Ve Neill"
512,24,Directing,2,138,Director,"Quentin Tarantino"
517,24,Camera,2,149,"Director of Photography","Robert Richardson"
518,24,Editing,1,156,Editor,"Sally Menke"
525,24,Production,2,2545,Producer,"Lawrence Bender"
526,24,Production,0,3685,Casting,"Koko Maeda"
527,24,Production,1,3686,Casting,"Johanna Ray"
528,24,Sound,2,3687,"Sound Designer","Harry Cohen"
530,24,Writing,2,138,Writer,"Quentin Tarantino"
533,26,Sound,0,159,"Original Music Composer","Ivri Lider"
534,26,Directing,2,160,Director,"Eytan Fox"
535,26,Production,0,161,Producer,"Amir Harel"
536,26,Production,0,162,Producer,"Gal Uchovsky"
537,26,Writing,0,162,Author,"Gal Uchovsky"
538,26,Editing,0,163,Editor,"Yosef Grunfeld"
546,26,Camera,0,171,"Director of Photography","Tobias Hochstein"
547,28,Directing,2,1776,Director,"Francis Ford Coppola"
548,28,Writing,2,8328,Screenplay,"John Milius"
549,28,Writing,2,1776,Screenplay,"Francis Ford Coppola"
550,28,Production,2,1776,Producer,"Francis Ford Coppola"
551,28,Production,2,2870,Producer,"Gray Frederickson"
552,28,Production,2,2871,Producer,"Fred Roos"
553,28,Production,2,8330,Producer,"Tom Sternberg"
554,28,Production,2,8331,Producer,"John Ashley"
555,28,Production,2,8333,Producer,"Eddie Romero"
556,28,Production,0,3170,Producer,"Mona Skager"
557,28,Sound,2,2872,"Original Music Composer","Carmine Coppola"
558,28,Camera,2,7202,"Director of Photography","Vittorio Storaro"
559,28,Editing,1,3274,Editor,"Lisa Fruchtman"
560,28,Editing,2,852,Editor,"Gerald B. Greenberg"
561,28,Editing,2,154,Editor,"Walter Murch"
562,28,Production,0,8337,Casting,"Terry Liebling"
563,28,Production,2,3176,Casting,"Vic Ramos"
564,28,Art,2,2875,"Production Design","Dean Tavoularis"
565,28,Art,2,794,"Art Direction","Angelo P. Graham"
566,28,Art,2,8339,"Set Decoration","George R. Nelson"
567,28,"Costume & Make-Up",2,8340,"Makeup Artist","Fred C. Blau Jr."
568,28,"Costume & Make-Up",0,8342,"Makeup Artist","Jack H. Young"
569,28,Production,2,8344,"Production Manager","Leon Chooluck"
570,28,Production,2,123,"Production Manager","Barrie M. Osborne"
582,28,Sound,2,154,"Sound Designer","Walter Murch"
585,28,Writing,2,8327,Novel,"Joseph Conrad"
587,33,Directing,2,190,Director,"Clint Eastwood"
588,33,Production,2,190,Producer,"Clint Eastwood"
589,33,Writing,2,7191,Author,"David Webb Peoples"
593,33,Sound,2,195,"Original Music Composer","Lennie Niehaus"
601,33,Production,0,3717,Producer,"Julian Ludwig"
602,33,Production,2,3718,"Executive Producer","David Valdes"
603,33,Camera,2,356,"Director of Photography","Jack Green"
604,33,Art,2,369,"Production Design","Henry Bumstead"
605,33,Art,0,3719,"Art Direction","Adrian Gorton"
606,33,Art,1,3721,"Set Decoration","Janice Blackie-Goodine"
607,33,Editing,2,384,Editor,"Joel Cox"
608,33,Production,1,423,Casting,"Phyllis Huffman"
610,33,Writing,2,7191,Screenplay,"David Webb Peoples"
611,33,Art,2,543201,"Art Direction","Rick Roberts"
612,38,Directing,2,201,Director,"Michel Gondry"
630,38,Sound,2,312,"Original Music Composer","Jon Brion"
631,38,Camera,1,313,"Director of Photography","Ellen Kuras"
632,38,Production,2,321,Producer,"Anthony Bregman"
633,38,Production,2,322,Producer,"Steve Golin"
634,38,Camera,0,4340,"Camera Operator","Chris Norr"
635,38,Writing,2,202,Screenplay,"Charlie Kaufman"
636,38,Writing,2,202,Story,"Charlie Kaufman"
637,38,Writing,2,201,Story,"Michel Gondry"
638,38,Writing,0,222,Story,"Pierre Bismuth"
640,55,Directing,2,223,Director,"Alejandro González Iñárritu"
655,55,Writing,2,273,Author,"Guillermo Arriaga"
656,55,Camera,2,275,"Director of Photography","Rodrigo Prieto"
657,55,Production,2,223,Producer,"Alejandro González Iñárritu"
658,55,Editing,2,276,Editor,"Luis Carballar"
659,55,Editing,2,277,Editor,"Fernando Pérez Unda"
660,55,Editing,2,223,Editor,"Alejandro González Iñárritu"
661,55,Sound,2,278,"Original Music Composer","Gustavo Santaolalla"
662,55,Sound,0,279,"Original Music Composer","Antonio Vega"
664,55,Production,2,273,Producer,"Guillermo Arriaga"
665,55,Production,0,1114886,Producer,"Raúl Olvera Ferrer"
666,55,Production,0,989004,Producer,"Pelayo Gutiérrez"
667,55,Production,0,1114888,"Executive Producer","Francisco González Compeán"
668,55,Production,0,69871,"Executive Producer","Martha Sosa Elizondo"
669,62,Production,2,240,Producer,"Stanley Kubrick"
670,62,Writing,2,240,Screenplay,"Stanley Kubrick"
671,62,Camera,2,243,"Director of Photography","Geoffrey Unsworth"
672,62,Editing,2,244,Editor,"Ray Lovejoy"
682,62,Sound,0,254,"Sound mixer","H.L. Bird"
683,62,Sound,0,255,"Sound Editor","Winston Ryder"
684,62,Writing,2,241,Novel,"Arthur C. Clarke"
685,62,Writing,2,241,Screenplay,"Arthur C. Clarke"
686,62,Production,0,257,Producer,"Victor Lyndon"
687,62,Crew,0,9402,"Special Effects","Brian Johnson"
688,62,Crew,0,18758,"Special Effects","Les Bowie"
689,62,Directing,2,240,Director,"Stanley Kubrick"
697,63,Directing,2,280,Director,"Terry Gilliam"
698,63,Writing,2,7191,Screenplay,"David Webb Peoples"
699,63,Writing,1,281,Screenplay,"Janet Peoples"
700,63,Production,0,282,Producer,"Charles Roven"
701,63,Production,2,283,"Executive Producer","Robert Cavallo"
702,63,Production,2,284,"Executive Producer","Gary Levinsohn"
703,63,Production,2,285,"Executive Producer","Robert Kosberg"
704,63,Camera,2,293,"Director of Photography","Roger Pratt"
705,63,Editing,2,294,Editor,"Mick Audsley"
706,63,Sound,0,295,"Sound Editor","Imogen Pollard"
707,63,Sound,0,297,"Sound mixer","Jay Meagher"
708,63,Sound,2,1020074,"Original Music Composer","Paul Buckmaster"
709,63,Art,2,945,"Set Decoration","Crispian Sallis"
710,63,Art,2,7848,"Production Design","Jeffrey Beecroft"
711,63,Art,2,8848,"Art Direction","William Ladd Skinner"
712,63,Production,1,6347,Casting,"Margery Simkin"
713,63,"Costume & Make-Up",1,8222,"Costume Design","Julie Weiss"
724,64,Directing,2,309,Director,"Pedro Almodóvar"
725,64,Production,2,311,Producer,"Michel Ruben"
726,64,Writing,2,309,Author,"Pedro Almodóvar"
729,64,Camera,2,403,"Director of Photography","Javier Aguirresarobe"
730,64,Sound,2,405,"Original Music Composer","Alberto Iglesias"
732,64,Production,2,952,Producer,"Agustín Almodóvar"
748,64,Sound,0,3628,"Original Music Composer","Vicente Amigo"
749,64,Production,1,3629,Casting,"Sara Bilbatúa"
750,64,Art,2,3630,"Art Direction","Antxón Gómez"
751,64,"Costume & Make-Up",1,3631,"Costume Design","Sonia Grande"
752,64,Editing,2,413,Editor,"José Salcedo"
753,64,Writing,2,309,Screenplay,"Pedro Almodóvar"
754,65,Directing,2,323,Director,"Curtis Hanson"
755,65,Writing,2,324,Author,"Scott Silver"
760,65,Camera,2,275,"Director of Photography","Rodrigo Prieto"
761,65,Editing,2,330,Editor,"Jay Rabinowitz"
762,65,Editing,2,331,Editor,"Craig Kitson"
764,65,Production,2,339,Producer,"Brian Grazer"
765,65,Production,2,340,Producer,"Jimmy Iovine"
768,66,Directing,2,190,Director,"Clint Eastwood"
769,66,Production,2,190,Producer,"Clint Eastwood"
770,66,Writing,2,348,Screenplay,"William Goldman"
778,66,Writing,0,355,Novel,"David Baldacci"
779,66,Camera,2,356,"Director of Photography","Jack Green"
780,66,Art,2,369,"Production Design","Henry Bumstead"
781,66,Art,0,370,"Art Direction","Jack G. Taylor Jr."
782,66,Sound,2,373,"Sound Effects Editor","Doug Jackson"
783,66,Sound,0,375,"Sound Editor","Bub Asman"
784,66,Sound,0,379,"Music Editor","Donald Harris"
785,66,Editing,2,384,Editor,"Joel Cox"
786,66,Sound,2,195,"Original Music Composer","Lennie Niehaus"
787,66,Sound,2,190,"Original Music Composer","Clint Eastwood"
790,66,Production,1,423,Casting,"Phyllis Huffman"
792,66,Production,0,168769,Producer,"Michael Maurer"
793,66,Production,0,1102089,Producer,"Karen S. Spiegel"
794,66,Production,2,347,"Executive Producer","Tom Rooker"
795,68,Directing,2,280,Director,"Terry Gilliam"
796,68,Writing,2,280,Screenplay,"Terry Gilliam"
797,68,Writing,2,372,Screenplay,"Tom Stoppard"
798,68,Writing,0,374,Screenplay,"Charles McKeown"
799,68,Production,2,376,Producer,"Arnon Milchan"
800,68,Production,2,377,Producer,"Patrick Cassavetti"
812,68,Camera,2,293,"Director of Photography","Roger Pratt"
813,68,Production,1,390,Casting,"Irene Lamb"
814,68,Art,2,391,"Production Design","Norman Garwood"
815,68,Sound,0,393,"Sound Editor","Rodney Glenn"
816,68,Editing,2,10718,Editor,"Julian Doyle"
817,68,Sound,2,7714,"Original Music Composer","Michael Kamen"
823,68,"Costume & Make-Up",2,11386,"Costume Design","James Acheson"
824,70,Directing,2,190,Director,"Clint Eastwood"
825,70,Production,2,190,Producer,"Clint Eastwood"
833,70,Production,2,455,Producer,"Paul Haggis"
834,70,Production,2,68602,Producer,"Tom Rosenberg"
835,70,Production,2,457,Producer,"Albert S. Ruddy"
836,70,Sound,2,190,"Original Music Composer","Clint Eastwood"
837,70,Sound,0,459,"Additional Soundtrack","David Potaux-Razel"
838,70,Camera,2,460,"Director of Photography","Tom Stern"
839,70,Editing,2,384,Editor,"Joel Cox"
840,70,Production,1,423,Casting,"Phyllis Huffman"
841,70,Art,2,369,"Production Design","Henry Bumstead"
842,70,Art,0,370,"Art Direction","Jack G. Taylor Jr."
843,70,"Costume & Make-Up",1,461,"Costume Design","Deborah Hopper"
844,70,Sound,0,375,"Sound Editor","Bub Asman"
848,70,Writing,2,455,Screenplay,"Paul Haggis"
850,71,Production,2,462,Producer,"Greg Brenman"
851,71,Production,2,463,Producer,"Jonathan Finn"
852,71,Production,2,464,Producer,"Charles Brand"
853,71,Production,1,465,Producer,"Tessa Ross"
854,71,Production,2,466,Producer,"David M. Thompson"
855,71,Production,0,467,Producer,"Natascha Wharton"
856,71,Directing,2,468,Director,"Stephen Daldry"
857,71,Sound,2,469,"Original Music Composer","Stephen Warbeck"
858,71,Writing,2,470,Author,"Lee Hall"
859,71,Art,1,471,"Production Design","Maria Djurkovic"
860,71,Sound,0,472,"Sound Designer","Mark Holding"
861,71,Camera,2,473,"Director of Photography","Brian Tufano"
862,71,Production,1,474,Casting,"Jina Jay"
863,71,Editing,2,476,Editor,"John Wilson"
872,71,Crew,0,1576,Choreographer,"Peter Darling"
873,73,Directing,2,814,Director,"Tony Kaye"
874,73,Production,2,816,Producer,"John Morrissey"
875,73,Writing,2,818,Author,"David McKenna"
891,73,Sound,1,851,"Original Music Composer","Anne Dudley"
892,73,Editing,2,852,Editor,"Gerald B. Greenberg"
893,73,Editing,2,853,Editor,"Alan Heim"
894,73,Production,1,859,Casting,"Valerie McCaffrey"
897,73,Writing,2,818,Screenplay,"David McKenna"
898,75,Directing,2,510,Director,"Tim Burton"
899,75,Production,2,510,Producer,"Tim Burton"
900,75,Production,1,512,Producer,"Laurie Parker"
901,75,Production,2,511,Producer,"Larry J. Franco"
915,75,Sound,2,531,"Original Music Composer","Danny Elfman"
916,75,Sound,0,533,"Additional Soundtrack","Victor Herbert"
917,75,Camera,2,307,"Director of Photography","Peter Suschitzky"
918,75,Editing,2,541,Editor,"Chris Lebenzon"
919,75,Production,2,545,Casting,"Matthew Barry"
920,75,Production,1,546,Casting,"Jeanne McCarthy"
921,75,Production,1,547,Casting,"Victoria Thomas"
922,75,Art,0,548,"Production Design","Wynn Thomas"
923,75,Art,2,553,"Art Direction","John Dexter"
924,75,Art,1,555,"Set Decoration","Nancy Haigh"
925,75,"Costume & Make-Up",0,557,"Costume Design","Colleen Atwood"
929,75,Writing,0,513,Screenplay,"Jonathan Gems"
930,75,"Costume & Make-Up",1,406204,"Makeup Artist","Ve Neill"
931,76,Directing,2,564,Director,"Richard Linklater"
937,76,Camera,0,576,"Director of Photography","Lee Daniel"
938,76,Sound,2,577,"Original Music Composer","Fred Frith"
939,76,Editing,1,580,Editor,"Sandra Adair"
940,76,Editing,0,582,Editor,"Sheri Galloway"
941,76,Production,1,566,Producer,"Anne Walker-McBay"
944,76,Production,0,3723,Casting,"Alycia Aumuller"
945,76,Production,1,3724,Casting,"Judy Henderson"
946,76,Art,0,3725,"Production Design","Florian Reichmann"
947,76,"Costume & Make-Up",0,3726,"Costume Design","Florentina Welley"
953,76,Writing,2,564,Screenplay,"Richard Linklater"
954,76,Writing,1,568,Screenplay,"Kim Krizan"
970,77,Directing,2,525,Director,"Christopher Nolan"
971,77,Writing,2,525,Screenplay,"Christopher Nolan"
972,77,Writing,2,527,Author,"Jonathan Nolan"
986,77,Production,1,550,Producer,"Jennifer Todd"
987,77,Production,1,551,Producer,"Suzanne Todd"
988,77,Production,2,554,"Executive Producer","Aaron Ryder"
989,77,Sound,2,558,"Original Music Composer","David Julyan"
990,77,Camera,2,559,"Director of Photography","Wally Pfister"
991,77,Art,1,560,"Production Design","Patti Podesta"
992,77,Production,0,561,Casting,"John Papsidera"
993,77,Sound,0,562,"Supervising Sound Editor","Richard LeGrand Jr."
994,77,Editing,1,563,Editor,"Dody Dorn"
995,78,Directing,2,578,Director,"Ridley Scott"
996,78,Production,2,581,Producer,"Michael Deeley"
1006,78,Camera,2,594,"Director of Photography","Jordan Cronenweth"
1007,78,Sound,0,595,"Original Music Composer",Vangelis
1008,78,Art,2,596,"Production Design","Lawrence G. Paull"
1009,78,Production,1,597,Casting,"Jane Feinberg"
1010,78,Production,2,598,Casting,"Mike Fenton"
1011,78,Production,1,599,Casting,"Marci Liroff"
1012,78,Editing,1,600,Editor,"Marsha Nakashima"
1013,78,Art,2,601,"Art Direction","David L. Snyder"
1014,78,Art,1,602,"Set Decoration","Linda DeScenna"
1015,78,Art,0,603,"Set Decoration","Leslie McCarthy-Frankenheimer"
1016,78,Art,2,4712,"Set Decoration","Thomas L. Roysden"
1017,78,"Costume & Make-Up",2,605,"Costume Design","Michael Kaplan"
1018,78,"Costume & Make-Up",0,606,"Costume Design","Charles Knode"
1020,78,Writing,2,583,Screenplay,"Hampton Fancher"
1021,78,Writing,2,7191,Screenplay,"David Webb Peoples"
1028,78,Writing,2,584,Novel,"Philip K. Dick"
1030,79,Production,2,607,Producer,"Zhang Yimou"
1031,79,Writing,0,1334,Author,"Feng Li"
1032,79,Writing,0,1335,Author,"Wang Bin"
1033,79,Writing,2,607,Author,"Zhang Yimou"
1043,79,Production,2,1348,"Line Producer","Philip Lee"
1044,79,Production,0,1349,"Executive Producer","Shoufang Dou"
1045,79,Production,2,1351,Producer,"William Kong"
1046,79,Production,0,1353,"Executive Producer","Zhang Weiping"
1047,79,Production,0,1355,Producer,"Zhenyan Zhang"
1048,79,Camera,2,1357,"Director of Photography","Christopher Doyle"
1049,79,Sound,0,1360,"Original Music Composer","Dun Tan"
1050,79,Editing,2,1361,Editor,"Angie Lam"
1051,79,Editing,0,1362,Editor,"Vincent Lee"
1052,79,Editing,0,1363,Editor,"Ru Zhai"
1053,79,Art,0,1358,"Production Design","Tingxiao Huo"
1054,79,Art,0,1364,"Production Design","Zhenzhou Yi"
1055,79,Directing,2,607,Director,"Zhang Yimou"
1056,80,Directing,2,564,Director,"Richard Linklater"
1057,80,Writing,2,564,Screenplay,"Richard Linklater"
1058,80,Writing,2,569,Screenplay,"Ethan Hawke"
1059,80,Production,2,564,Producer,"Richard Linklater"
1060,80,Production,1,566,Producer,"Anne Walker-McBay"
1061,80,Camera,0,576,"Director of Photography","Lee Daniel"
1062,80,Editing,1,580,Editor,"Sandra Adair"
1065,80,Writing,1,1146,Screenplay,"Julie Delpy"
1066,80,Production,2,3727,"Executive Producer","John Sloss"
1067,80,Art,0,3732,"Production Design","Baptiste Glaymann"
1068,80,"Costume & Make-Up",0,3733,"Costume Design","Thierry Delettre"
1069,80,Writing,1,568,Characters,"Kim Krizan"
1070,80,Writing,2,564,Characters,"Richard Linklater"
1071,80,Writing,2,564,Story,"Richard Linklater"
1072,80,Writing,1,568,Story,"Kim Krizan"
1080,81,Directing,2,608,Director,"Hayao Miyazaki"
1095,81,Production,2,628,Producer,"Isao Takahata"
1096,81,Production,0,631,Casting,"Ned Lott"
1097,81,Editing,0,632,Editor,"Naoki Kaneko"
1098,81,Editing,0,633,Editor,"Tomoko Kida"
1099,81,Sound,0,635,"Sound Director","Shigeharu Shiba"
1100,81,Sound,2,636,"Original Music Composer","Joe Hisaishi"
1101,81,Writing,2,608,Screenplay,"Hayao Miyazaki"
1102,81,Production,0,1131668,"Executive Producer","Toru Hara"
1103,81,Production,0,1131693,"Executive Producer","Michio Kondou"
1104,81,Art,0,549551,"Art Direction","Mitsuki Nakamura"
1105,83,Directing,2,640,Director,"Chris Kentis"
1106,83,Production,1,642,Producer,"Laura Lau"
1109,83,Writing,2,640,Author,"Chris Kentis"
1110,83,Camera,2,640,"Director of Photography","Chris Kentis"
1111,83,Camera,1,642,"Director of Photography","Laura Lau"
1112,83,Editing,2,640,Editor,"Chris Kentis"
1114,85,Directing,2,488,Director,"Steven Spielberg"
1127,85,Production,2,664,Producer,"Frank Marshall"
1128,85,Production,2,1,"Executive Producer","George Lucas"
1129,85,Production,2,665,"Executive Producer","Howard G. Kazanjian"
1130,85,Sound,2,491,"Original Music Composer","John Williams"
1131,85,Camera,2,666,"Director of Photography","Douglas Slocombe"
1132,85,Editing,2,493,Editor,"Michael Kahn"
1133,85,Editing,2,1,Editor,"George Lucas"
1134,85,Production,1,597,Casting,"Jane Feinberg"
1135,85,Production,2,598,Casting,"Mike Fenton"
1136,85,Production,1,668,Casting,"Mary Selway"
1137,85,Art,2,669,"Production Design","Norman Reynolds"
1138,85,Sound,2,670,"Sound Designer","Ben Burtt"
