movie_id,keyword_id
1812,10198
21871,11117
9504,6129
20815,10183
14433,4107
10309,6789
40353,9826
11948,1968
42701,9748
435,2227
982,3264
979,90
433,212
5608,185343
10397,1857
25313,6563
10402,6095
9451,6270
25736,195402
23941,156801
66634,5657
11228,207528
11026,41586
951,10508
51049,7312
15655,10468
22137,11612
11527,596
11310,1197
1878,167799
8067,11221
47724,10183
12236,13131
24402,156433
976,918
27094,5091
97754,187056
139,3739
10568,4090
3763,1462
20187,2708
28171,209997
34689,33626
1362,603
19665,9682
26636,8087
46286,331
1936,4932
949,9727
61369,161167
34045,1228
2749,5572
13203,171521
39929,9826
502,2321
10537,578
1362,3986
19666,207928
37272,128
120,818
3179,1670
11881,10267
11830,193046
8336,217324
8961,219404
874,4353
2142,13063
11548,4862
638,3301
10897,4358
3022,156033
9607,194215
46614,2349
34530,170007
14033,161240
30959,818
32569,1706
46691,4480
47866,10738
13006,9685
5121,162236
5486,14805
10675,5756
17538,14643
10889,11578
27686,162843
11542,818
25188,11713
197563,158718
5781,258
20213,9758
3079,174413
680,11447
3043,3182
20713,2580
30856,187056
16638,514
42201,156378
988,226619
10694,14819
33,549
10285,158190
27723,9826
26723,164132
63020,10183
69169,331
17074,180734
11307,34115
27723,966
14506,170071
600,10787
2171,10183
475,158741
14811,11709
22323,12670
25473,15483
10849,1388
638,2496
43379,2343
9440,34094
3079,9714
8488,13043
43261,1416
364,9715
21052,9748
14684,10144
11936,2383
89861,8250
909,165531
12241,7397
10442,388
22073,13142
890,4572
19933,189092
16085,15160
9506,2726
100,227944
5228,818
839,769
16220,10842
10538,18525
16198,164039
11429,6255
2332,90
39176,1160
32872,493
10935,2356
5261,220
10389,176745
18183,6038
63105,679
1588,6075
10734,7118
10613,12996
35976,10123
714,478
21879,11870
177,3446
23160,9276
26225,10093
11372,6538
31701,10041
406,9748
19259,2106
31935,6895
1689,4558
9716,110
11624,188242
40095,6149
2832,15106
63054,2699
25501,2792
2160,227614
17205,10278
11832,509
38922,3429
9552,14659
18856,5905
43461,14552
220,3534
574,770
1052,167200
27767,12339
310,9844
2263,3441
36724,11053
22478,5918
9279,6300
613,3065
11082,530
5486,189921
24153,635
22307,6255
9714,3796
210938,15160
414,33981
8374,159633
493,258
2895,1224
9081,170344
8386,171252
15143,156928
26225,14765
42172,5905
9945,41511
1645,1936
2039,4550
11430,12392
867,242
29049,155730
9431,1411
41651,41316
49235,10183
2094,4120
161158,33451
10131,779
31995,207928
32872,977
1103,2095
628,90
939,2315
9536,4166
31672,33456
39868,10138
124606,207583
1567,12420
212,3335
4825,165551
28050,155049
13122,237126
266,885
5227,242
7520,1759
9824,160130
42987,1338
6471,160743
14698,11612
11107,242
12211,4959
11002,1009
10102,236
1802,5916
13408,179431
8690,173162
1834,9016
11564,10508
8408,1196
32855,3291
20532,4849
10630,292
574,6731
294,187056
9714,3930
1630,445
8868,194576
43915,11322
8467,167310
17136,33518
140897,1224
500,11071
9401,12670
14628,167213
24470,1502
40694,10199
18,3622
539,10594
33731,9673
16539,612
23567,14638
886,395
828,11479
11626,4615
110465,14636
18088,14766
18402,2673
422,894
982,4500
26648,187056
43795,169866
9519,4779
58129,1227
136,156578
36586,175233
41938,9840
2155,642
2021,5600
7340,33740
9261,18035
1040,2471
25768,34130
1572,187844
19596,6104
30192,10183
22692,12396
9426,181304
1662,242
9625,4289
25155,9826
34783,1382
9439,10707
11634,158718
14475,10332
3509,4967
55058,155231
40028,549
2160,221816
67772,10183
5000,3739
1946,2157
4918,2106
149,2766
10859,627
11804,172929
9619,215861
10856,9673
2017,14604
34327,9401
12487,3149
29786,579
11985,7439
11974,3700
11482,6623
36648,162085
12239,1721
9003,17996
1955,5565
532,15124
23943,198781
4599,1499
9039,1336
11316,14819
884,596
31923,9789
14832,999
11934,1568
8346,2374
10550,1465
5558,345
34444,108
1619,612
11307,11431
15800,208663
47821,207840
11859,4735
1816,3321
20287,207268
1712,5731
18357,10468
159,566
22178,1562
14801,14760
66,6086
20532,4178
28774,3335
10536,642
29107,14819
12531,90
27271,779
676,3366
13408,169311
27367,197413
1627,46959
18041,18453
9683,9986
6964,965
18885,9823
4012,3902
105627,6078
149445,191845
11086,12396
31225,155410
10306,15001
21968,199029
1624,1022
8741,169123
2019,41599
53244,18049
9501,2679
2045,10937
21733,13142
30584,10466
10333,15106
9798,10410
194,5973
9837,488
37247,3182
934,159834
14328,171494
13702,4378
62330,12425
9089,187056
82432,10768
11336,187844
12149,238140
11522,11798
9488,4391
10685,15106
77074,14512
8422,157499
26912,10539
29514,3298
10687,169130
11030,163895
415,10452
2047,6170
12484,176573
42987,212
10381,642
27601,11931
14317,18161
249,650
26444,10349
4543,215195
249882,1262
47434,15162
11316,9826
11561,10183
13945,6506
40913,9672
2348,13027
968,11315
55604,10590
1024,572
8656,199076
24858,10183
161158,159601
10847,10084
1483,34117
19108,417
34760,10181
29107,9826
13466,5565
9804,331
3117,6737
778,3568
13818,1326
8981,641
549,33648
11090,175884
44793,14785
1843,4516
600,6091
9611,6038
124029,10594
49981,2483
3075,6737
11327,10685
5551,1432
36630,572
18,402
36040,2406
802,4549
3079,155730
15283,180549
3035,10770
13553,14765
18392,3133
8012,12396
9472,1010
34746,14512
10178,2770
47735,177923
11222,90
15170,157972
23919,12105
437,2147
16337,193575
11970,10336
857,4302
36536,12990
2114,4565
38665,180234
5121,1485
9874,9826
5651,11316
10776,4015
8984,34038
112,6054
51321,6270
788,167808
9603,6270
3472,1406
43867,2505
71881,14604
995,188924
4176,5340
53021,9639
6440,1930
615,2974
9343,5968
9826,1321
5511,90
5516,2430
18398,195402
2042,393
24226,33519
753,15160
9583,6038
12520,187056
489,3734
24341,10292
15158,156075
134458,181123
11610,6664
12233,158222
11610,248
430,220
16284,1956
57283,5147
11365,166113
5493,4862
1093,2669
43199,171346
9705,159384
1923,739
402,3851
42238,208466
527,2320
10474,6075
16559,5918
28696,14735
9277,622
4482,2335
9098,1253
9421,5090
1911,1975
750,2702
10296,14819
316,1658
10918,13072
1448,5439
35685,255
10246,14794
315,10183
12793,10180
4961,7325
49397,9503
11064,7597
41021,9826
10515,169362
694,10629
15660,3598
5729,966
3681,2336
11574,1559
2291,173083
26865,12999
33542,13027
29396,233450
34723,170461
500,157892
9443,240
18392,1523
49225,10938
44289,14601
2085,6219
14268,187056
24739,12670
161,159362
10471,9777
38729,10041
13567,14819
2165,187056
5889,1908
56428,1706
9605,176638
15347,9893
8291,1014
79306,159558
10575,6149
12477,12369
5767,1326
35796,156042
7340,164346
10112,1307
17339,10786
19094,531
10347,2492
49453,10183
11064,226552
35685,2483
37917,186399
19742,158091
9652,3022
288772,187056
10234,7188
136,229440
31923,163242
29852,4924
707,10794
12491,1667
28313,2434
8494,169606
5333,3045
922,801
22033,162806
38560,230079
916,14601
34582,2095
38646,3462
45608,12354
71943,9673
333,3817
8839,202322
30194,3290
10530,3691
10808,10468
17906,2315
34314,198541
607,174915
11285,161534
11418,187056
36914,9714
11064,208593
13768,4978
14022,305
48385,2492
22383,187117
6552,13130
12531,1326
14280,1994
11385,409
103413,194430
41070,34117
46027,6149
10839,7156
63945,13027
9311,792
14170,9821
19,1761
91,514
36606,166310
78,178657
12278,634
5279,964
22796,183886
23069,1562
10570,10226
12618,1326
17590,9826
8741,10787
101,242
636,3236
113,2060
5503,226376
10355,33705
8845,1650
2157,4379
42232,164401
29473,14765
9563,5621
12212,12339
396,567
10276,1333
13432,197919
8346,6188
11577,170314
4547,8430
10416,3767
13567,9826
25697,208540
4291,3090
16,642
435,10794
630,7658
43391,9880
35080,3342
20980,155490
41662,10183
1654,4595
192,187316
11430,4931
3101,3248
23160,1010
21041,10291
10881,202597
489,187844
81,9794
797,198914
13823,409
23160,14781
2280,170730
10452,3686
10617,12337
55086,157187
48309,10224
29723,204938
2501,107
17113,5698
199,1522
4978,2161
30666,176182
671,4238
795,236
11690,779
802,7879
24749,5198
17295,162365
18551,3423
16220,2710
4781,5882
348138,10183
15136,157239
9504,1998
11770,11139
20367,155436
11536,5876
554,163080
11457,6095
25319,189151
9424,3030
2721,6078
922,1419
10544,156702
910,9937
26561,131
35848,10183
41521,14714
47908,10685
9394,156166
11448,10183
25697,162257
18555,13130
138,3633
9430,168812
802,3691
8961,10089
38557,1261
11780,388
983,1454
36751,189092
119324,221290
27459,210541
11327,378
27475,155024
11378,3796
10909,206977
47340,10339
11974,10226
12235,34145
1807,5490
9589,2671
5203,190370
16136,897
500,171826
150823,1415
12698,181557
41670,207268
11163,9144
43388,3379
33560,10183
320,9673
43417,163127
6950,3664
3170,10683
9684,953
24012,3071
11942,800
540,158763
9299,176182
11564,4470
1645,570
51230,18062
2654,9937
16980,9713
18889,5939
9263,5248
10409,494
53049,190370
11023,41352
430,14638
20642,155781
14462,2944
3040,3800
36915,14964
771,169826
18392,187056
9772,15089
117553,255
11186,6300
14578,9673
18414,208561
10145,2669
2202,4427
1816,165231
124676,187056
20701,2904
22500,3469
11371,155331
768,1465
102,34094
16214,12396
8077,4565
15602,12392
19414,9799
81,158091
13505,12105
11356,33632
4380,931
10449,1605
18555,1721
40876,1332
31674,13027
989,10144
11520,179431
16171,9887
11904,9826
21484,10508
10567,1423
44154,184656
102,509
11397,9755
11900,188725
10355,8793
3482,14789
782,4565
9448,11732
10756,162846
12499,3703
10328,163484
11527,234213
988,4606
1682,12667
2103,3298
97,282
37137,11931
111,2150
72613,10048
1363,158606
20676,6091
4499,744
22021,3454
25955,155436
1483,14629
9945,178159
10001,8689
30586,897
28902,155440
291,1668
644,161891
36259,12616
10787,14760
11675,232798
17917,3430
11544,2393
34327,3363
2470,206384
40969,2483
34314,208637
927,5154
251,6155
694,1611
10829,158142
14365,4560
707,3520
337,7950
18316,9276
41769,3571
11503,572
9340,169950
16858,165423
10783,902
421,886
10206,177303
33016,572
29512,9826
2493,160350
11549,818
53426,7002
479,14964
6917,10471
883,155068
83562,237
11943,10794
8869,158204
36105,1525
14022,1891
1632,12425
10110,170014
532,3020
11676,163975
31593,162340
11510,2626
39043,2389
15613,10984
8068,41372
2048,818
18890,166958
122289,10483
10065,9853
28940,208048
10684,11117
682,3434
11601,1523
36006,33626
93427,5331
70,1252
33851,14552
47955,9215
9021,4896
11702,235220
10020,4344
11854,156455
273,2340
3088,219366
10083,4410
10734,5565
12237,189401
8649,3298
25473,293
15800,9818
10471,2987
713,3591
28353,9713
5998,7597
1619,13017
9631,417
53198,924
576,10950
92348,10183
1418,11925
19076,9748
10393,155791
10649,582
2817,6635
12211,3861
62001,190150
11360,33429
36872,4129
2071,4183
5825,65
3763,6943
15121,214548
22076,157064
29107,1560
6593,159099
38849,10718
433,1505
12107,160450
48706,33472
34148,176227
8386,13160
561,15001
12537,9673
10072,2655
12559,248
316,1418
6974,9831
10212,14895
1883,5860
24014,4344
3600,15127
43436,9914
817,339
12088,679
18773,9937
3121,8201
16288,9748
1831,5568
934,11728
17494,6844
17130,6270
11522,633
117,177354
31052,9935
10743,159627
15037,4044
9407,3703
244,887
1552,970
763,15149
51300,2139
1103,542
9413,6025
10135,2236
775,3412
8068,14687
69014,34030
16220,1852
55792,12400
10839,11104
22642,2276
12,14785
20640,11677
10630,1772
339,1749
10134,679
9399,5572
44361,157499
4584,420
11284,225209
10715,470
27104,237
14510,33465
10133,207108
8469,209506
176,1366
104433,14988
45153,11705
6844,6917
22434,470
22584,195402
7450,1299
26973,6025
273,1669
3574,14676
27591,166958
15944,211173
5842,12377
9654,477
267345,5565
10342,33610
867,33347
541,6255
9331,2532
10426,6490
435,157160
72847,195402
88930,188994
43742,2799
40001,10325
10657,9864
10655,4302
73351,14906
12619,9748
27303,9937
10896,6062
104,960
11878,1400
38766,4063
27318,10115
4780,1322
27094,3485
8216,11691
22293,4382
10562,217324
2576,5565
39929,7281
61828,3291
8408,18086
1376,1155
11633,7944
13416,40879
11506,1156
9475,1252
18972,33344
19971,206850
329,1765
3059,188618
1497,1721
12663,2106
39503,167550
11306,13004
15379,2957
5955,187327
33155,9673
961,3242
754,12391
9424,12105
629,15009
10314,5605
30666,157499
259557,226499
2155,378
7514,10776
907,2504
9844,3134
796,459
87462,155434
17102,155730
1639,228194
5994,1022
10823,2858
27375,207840
11675,11696
10731,5301
26936,8676
15856,41667
1678,2580
8068,10044
21968,10601
1894,198710
10328,8181
4256,12416
10222,2564
8047,5919
10671,3800
681,1721
32686,10183
8195,254
2897,6917
43915,11192
39770,1284
526,305
807,10714
10802,7017
482,6149
16,1691
86889,9714
12625,407
10680,7813
349394,10683
11046,74
34223,3133
27841,1660
24584,6270
3293,161160
771,163841
68274,9872
9674,6333
11587,5340
22023,534
173,385
29049,12377
13817,10183
5548,18021
10242,194978
20289,572
25239,11221
40374,458
4203,949
96,6149
19357,192285
13,2956
4415,4319
10858,2946
18205,738
198,11134
1720,2401
11194,6075
251,975
16934,234682
25473,2334
657,2139
7270,155445
11184,738
14052,171386
2202,9180
16311,4779
1677,5707
10728,154802
16969,1003
1600,3864
11850,15250
15370,4639
586,1543
3989,6086
73,159950
10166,2401
23518,2106
11423,570
43786,233
11951,622
21629,12662
1542,167519
10333,1660
9713,7271
488,2504
925,4305
10337,1449
33734,10229
226,570
3086,12096
26371,6731
54285,208678
10890,4595
22435,12391
31526,4263
2759,1013
14,2249
402,2619
22171,10183
20312,11428
4296,3800
12503,2020
62422,11700
1429,6054
11123,33699
11867,175518
47620,10568
175,271
2135,2964
149,542
33519,3684
2787,3762
25993,2884
20367,11034
28171,10941
12503,6342
11949,10610
25364,18029
5680,167915
9477,8504
40867,4344
10498,782
10618,14731
2048,310
5842,5774
60855,207716
9397,5522
4271,187056
71189,193017
16161,162236
268,6969
1907,34094
25670,15381
36196,207447
9322,5422
12146,207928
2899,2343
15370,11539
75963,15149
429,11426
21355,13092
3085,237425
11224,4344
10720,9094
11644,3767
423,1327
3875,380
10601,5938
576,189262
288173,179571
22434,193574
33468,10478
10871,697
39462,188841
1421,10818
331,911
9437,156091
9472,3429
26356,208018
10911,818
990,567
13403,33973
7007,736
903,2539
29146,2161
11770,779
2502,9663
16858,165399
139,791
47643,11524
25768,34268
72277,10909
11894,10329
120,3347
13939,242
6619,6876
39177,187056
18329,10183
124606,10726
26860,34117
14603,5430
41462,9937
698,2902
38732,5900
10372,14748
49471,521
25636,157908
9093,572
34595,4183
25473,6335
9063,15090
10127,9663
19124,585
14594,173685
35813,9937
15144,5801
10021,2281
53198,6966
10016,166694
9833,1523
122677,10125
343,236
704,164077
1700,10818
80287,549
10774,12193
47676,7312
12144,746
7303,187791
10436,213
42228,155790
423,5783
144,4978
8197,7323
24782,10051
10550,4986
2892,40952
87417,10594
12149,15001
11112,9104
10687,169134
1718,1721
7514,4307
30856,15087
839,1420
20465,9826
27495,6100
30197,10963
6978,780
7451,10456
16515,156390
28941,187056
2760,6149
708,3537
3640,187056
12521,14819
23981,206189
31634,159339
229,4271
10990,5422
780,3441
1375,1482
30892,2974
11365,4183
5261,5782
44041,195402
29229,186
35006,195402
9679,226581
27118,9663
10133,10410
8913,14819
31510,192491
12524,4933
9730,206977
136,180181
127,3817
26954,6300
709,3435
37232,47019
7984,258
33055,159932
22076,162301
699,3343
2323,162846
27150,156808
36616,12532
2501,187844
1955,2804
10394,11259
289,1623
35161,33458
796,2045
10323,2771
17487,6075
9571,10683
786,1768
39907,170309
10576,6259
9080,2534
42106,931
9285,12398
617,4580
5257,1432
4281,155790
3131,10726
898,526
631,3152
17814,15234
27498,3335
40001,5629
10622,2231
41653,214548
9452,169086
17130,5091
10684,4595
12775,3071
10396,1946
166,246
18331,12105
36834,187056
24940,235606
40952,11857
12776,13072
10213,155573
14245,11107
2501,1453
10724,3864
26960,90
279,9826
16129,953
166,596
10551,10051
47643,10048
15559,2398
595,208349
37722,10183
7443,2479
1888,2102
12521,9826
29039,293
9383,627
1391,10683
510,2564
16,2122
9429,2382
10878,293
16295,171670
122289,5600
891,1437
11824,12564
45139,5950
10564,5808
46992,6029
11594,1523
20126,14744
11326,172738
39907,11221
10299,1313
2026,1812
33766,9937
9395,8015
11911,184989
34093,1253
10136,2438
783,3644
14398,6593
11587,10093
4929,934
11704,40895
9716,90
268,163455
27899,642
837,3298
10144,5938
18923,154937
9768,378
109264,5288
29464,3230
764,769
39939,11734
682,779
27052,158718
11859,2808
11647,9288
32208,10596
31579,703
34723,170465
13505,10873
36349,1812
873,3344
13321,658
170767,4849
19415,10183
29507,233
5506,3882
156,15106
592,2380
9716,4412
49565,33476
6278,173901
2161,2147
16508,6054
11900,5290
13372,162339
15347,9897
26319,1445
37094,161728
11307,7410
96461,14882
23981,818
8092,3296
18722,233
11507,156391
2097,1003
2263,1327
42617,158217
6217,157890
88863,33461
10537,5498
12545,3571
1024,2483
17450,4528
28313,2438
2501,782
4485,3490
28963,1454
11159,183886
30159,226409
627,168179
11049,2345
11826,10594
43978,33673
47697,4399
35196,1279
85058,521
11041,187056
9401,1562
755,18072
50225,10183
10627,171781
36446,818
9679,41158
33762,10726
2832,9743
11861,5773
10895,33675
36630,2483
22356,188934
41651,161217
35685,14514
1376,33479
553,1936
57684,11412
38772,387
10363,383
8856,8676
14578,9864
16723,13149
63945,3582
769,378
20723,1969
36210,10594
21159,162344
53426,293
12520,8508
23160,5202
40969,12339
22004,9748
38765,15225
5967,6091
10895,3473
18220,9826
12143,3571
13346,11672
62,312
16885,162917
45928,8058
41243,14760
1792,207716
9879,6149
10336,5572
425,1445
4584,7564
25767,33626
39859,9826
10419,174599
29584,10131
30069,9673
4912,4688
13122,10714
12720,14751
17814,166109
10657,2887
10228,9748
38722,10183
42401,9673
31417,1706
1599,4108
11198,1562
25364,10084
13685,2568
39256,161791
5156,156052
1791,6027
52794,161219
49410,990
9531,3394
238,11590
851,596
33468,3688
5333,1439
705,3177
4154,4528
44018,4653
5693,6496
47886,12394
11076,1436
10779,2301
714,2954
58985,10229
23111,186450
5205,33610
21299,179578
6414,17975
9100,13130
137,1442
7340,10873
5998,15009
16121,1631
12143,6149
10393,6075
54156,208445
9452,3045
43103,163874
53027,10325
22244,3722
26976,194254
29778,13092
10991,12392
4561,5103
44559,18117
32044,6054
43865,1680
11971,1605
2163,156165
32690,437
17159,9716
3062,165171
19552,9673
98505,215579
10131,33457
19155,1262
4201,4812
860,6104
28501,15032
27973,14867
10895,4896
14034,189093
19460,6038
4708,836
333,10855
10742,6259
29710,4063
49806,177972
8852,2908
45145,10183
158,6054
11004,13028
10685,157154
3080,4345
18762,5349
43715,14512
156,6059
7514,6027
12702,179430
312,1635
30959,4262
41280,211121
6593,18027
11899,4456
43811,157131
32332,208913
62124,10768
10235,14643
954,591
103413,6783
19087,13042
11319,10084
1377,33479
10683,156455
530,1436
21734,33364
8859,419
32617,155395
765,155626
830,12405
22500,4278
110428,223232
21168,15127
248,162752
1687,6083
9089,171760
1913,6089
9826,203423
9597,703
47908,220195
18647,186831
760,3902
51230,4295
11519,8201
11609,9335
10671,3373
17589,4129
4551,163949
32872,11508
63945,40952
18770,3365
12311,3799
2502,18067
25719,9727
24124,155627
29437,14735
92769,208728
8386,8224
22293,10855
561,3649
4879,6095
15371,7944
780,10772
12090,657
62327,6496
9716,1326
10354,736
22584,2652
28290,191192
2457,6932
33253,227428
11306,3262
14342,10468
13787,5657
16859,15162
223,8079
52782,236482
36819,10183
10987,2483
568,14626
9893,6270
18279,894
11974,10714
25636,10123
33255,187056
948,3335
493,5446
2817,894
620,33809
22733,193154
12806,14714
17132,2233
898,4474
30839,14751
2640,6054
18905,9253
9716,12414
37094,159931
9025,14964
9411,207268
36647,175023
31043,5340
1959,13005
41204,11707
661,6038
20723,977
291,1672
948,11040
1487,174413
11979,3133
22094,166802
28313,641
18387,6054
45578,2406
30924,10292
10261,2554
10559,3667
1643,9673
744,2533
14906,1161
707,3524
3486,279
24070,65
35073,223155
47947,10644
709,3545
700,3278
47907,14765
22692,157774
585,204006
37658,6917
1926,5597
13701,164181
38558,8015
964,181532
2022,161779
20009,11501
78146,10163
17339,11221
71140,192097
117553,8098
40687,2676
15999,1908
78208,189150
5925,9774
32023,1227
840,3268
25099,10483
38509,160213
41240,187056
86889,15032
11624,3201
11310,1421
18588,12670
32872,160960
12207,6054
10972,11488
29021,1969
3547,162365
18892,197106
2067,191586
166680,10794
1832,2024
654,156151
14475,1399
8011,1629
5001,10180
31023,8778
302,1732
11942,11221
67342,188989
4307,172972
10694,572
184,6110
713,3595
600,2956
784,4048
40508,156388
9442,11427
28571,207928
25066,11719
15037,187056
11868,3133
11372,1956
41206,41410
10161,11018
30996,11541
43689,4129
9893,155722
33214,1523
14671,6270
8852,1566
2210,7984
41651,162587
854,179101
4722,10685
10061,4565
2294,168051
19053,9713
11817,18109
402,582
2133,168672
11879,11546
13374,6075
36606,158235
10547,226241
1883,5864
1653,2109
73,41509
26851,2903
12618,6083
28774,818
27549,9663
7452,9730
10866,215191
14022,15211
161080,730
